"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"23.05.2021 00:15 - 23.05.2021 00:30","39234","43537"
"23.05.2021 00:30 - 23.05.2021 00:45","38666","42855"
"23.05.2021 00:45 - 23.05.2021 01:00","38287","41726"
"23.05.2021 01:00 - 23.05.2021 01:15","37603","41174"
"23.05.2021 01:15 - 23.05.2021 01:30","37097","40582"
"23.05.2021 01:30 - 23.05.2021 01:45","36807","40271"
"23.05.2021 01:45 - 23.05.2021 02:00","36471","39874"
"23.05.2021 02:00 - 23.05.2021 02:15","35991","39739"
"23.05.2021 02:15 - 23.05.2021 02:30","36274","39453"
"23.05.2021 02:30 - 23.05.2021 02:45","35846","39399"
"23.05.2021 02:45 - 23.05.2021 03:00","35970","39472"
"23.05.2021 03:00 - 23.05.2021 03:15","35687","39526"
"23.05.2021 03:15 - 23.05.2021 03:30","35676","39377"
"23.05.2021 03:30 - 23.05.2021 03:45","35643","39249"
"23.05.2021 03:45 - 23.05.2021 04:00","35706","39354"
"23.05.2021 04:00 - 23.05.2021 04:15","35857","39507"
"23.05.2021 04:15 - 23.05.2021 04:30","35891","39591"
"23.05.2021 04:30 - 23.05.2021 04:45","35693","39779"
"23.05.2021 04:45 - 23.05.2021 05:00","36067","39610"
"23.05.2021 05:00 - 23.05.2021 05:15","36049","39647"
"23.05.2021 05:15 - 23.05.2021 05:30","35244","39306"
"23.05.2021 05:30 - 23.05.2021 05:45","35134","39144"
"23.05.2021 05:45 - 23.05.2021 06:00","34204","39004"
"23.05.2021 06:00 - 23.05.2021 06:15","32972","38781"
"23.05.2021 06:15 - 23.05.2021 06:30","33688","38900"
"23.05.2021 06:30 - 23.05.2021 06:45","33714","39291"
"23.05.2021 06:45 - 23.05.2021 07:00","34150","39545"
"23.05.2021 07:00 - 23.05.2021 07:15","34841","39960"
"23.05.2021 07:15 - 23.05.2021 07:30","35761","40702"
"23.05.2021 07:30 - 23.05.2021 07:45","36336","41325"
"23.05.2021 07:45 - 23.05.2021 08:00","37030","42304"
"23.05.2021 08:00 - 23.05.2021 08:15","38340","43492"
"23.05.2021 08:15 - 23.05.2021 08:30","39280","44441"
"23.05.2021 08:30 - 23.05.2021 08:45","40207","45142"
"23.05.2021 08:45 - 23.05.2021 09:00","41507","46127"
"23.05.2021 09:00 - 23.05.2021 09:15","42444","46890"
"23.05.2021 09:15 - 23.05.2021 09:30","43630","48099"
"23.05.2021 09:30 - 23.05.2021 09:45","44902","48564"
"23.05.2021 09:45 - 23.05.2021 10:00","45492","49137"
"23.05.2021 10:00 - 23.05.2021 10:15","46102","49767"
"23.05.2021 10:15 - 23.05.2021 10:30","46953","50181"
"23.05.2021 10:30 - 23.05.2021 10:45","47275","50835"
"23.05.2021 10:45 - 23.05.2021 11:00","48074","51177"
"23.05.2021 11:00 - 23.05.2021 11:15","49156","52322"
"23.05.2021 11:15 - 23.05.2021 11:30","49750","52961"
"23.05.2021 11:30 - 23.05.2021 11:45","50124","53496"
"23.05.2021 11:45 - 23.05.2021 12:00","50326","53286"
"23.05.2021 12:00 - 23.05.2021 12:15","49787","53181"
"23.05.2021 12:15 - 23.05.2021 12:30","49907","52842"
"23.05.2021 12:30 - 23.05.2021 12:45","49121","52218"
"23.05.2021 12:45 - 23.05.2021 13:00","49361","51430"
"23.05.2021 13:00 - 23.05.2021 13:15","48023","50808"
"23.05.2021 13:15 - 23.05.2021 13:30","47617","50212"
"23.05.2021 13:30 - 23.05.2021 13:45","47052","49790"
"23.05.2021 13:45 - 23.05.2021 14:00","46188","49248"
"23.05.2021 14:00 - 23.05.2021 14:15","45555","48676"
"23.05.2021 14:15 - 23.05.2021 14:30","45028","48527"
"23.05.2021 14:30 - 23.05.2021 14:45","44701","48490"
"23.05.2021 14:45 - 23.05.2021 15:00","44591","47777"
"23.05.2021 15:00 - 23.05.2021 15:15","44494","47252"
"23.05.2021 15:15 - 23.05.2021 15:30","44093","46939"
"23.05.2021 15:30 - 23.05.2021 15:45","43990","46879"
"23.05.2021 15:45 - 23.05.2021 16:00","43982","46886"
"23.05.2021 16:00 - 23.05.2021 16:15","43859","46895"
"23.05.2021 16:15 - 23.05.2021 16:30","43803","46571"
"23.05.2021 16:30 - 23.05.2021 16:45","44221","46873"
"23.05.2021 16:45 - 23.05.2021 17:00","44307","46912"
"23.05.2021 17:00 - 23.05.2021 17:15","44657","46819"
"23.05.2021 17:15 - 23.05.2021 17:30","44848","46814"
"23.05.2021 17:30 - 23.05.2021 17:45","45285","46741"
"23.05.2021 17:45 - 23.05.2021 18:00","45643","47007"
"23.05.2021 18:00 - 23.05.2021 18:15","46122","47457"
"23.05.2021 18:15 - 23.05.2021 18:30","46323","47382"
"23.05.2021 18:30 - 23.05.2021 18:45","46400","47325"
"23.05.2021 18:45 - 23.05.2021 19:00","46113","47181"
"23.05.2021 19:00 - 23.05.2021 19:15","46497","47554"
"23.05.2021 19:15 - 23.05.2021 19:30","45791","47054"
"23.05.2021 19:30 - 23.05.2021 19:45","46449","46858"
"23.05.2021 19:45 - 23.05.2021 20:00","46366","46498"
"23.05.2021 20:00 - 23.05.2021 20:15","46002","46520"
"23.05.2021 20:15 - 23.05.2021 20:30","45361","46052"
"23.05.2021 20:30 - 23.05.2021 20:45","45329","45913"
"23.05.2021 20:45 - 23.05.2021 21:00","45381","45312"
"23.05.2021 21:00 - 23.05.2021 21:15","44693","45355"
"23.05.2021 21:15 - 23.05.2021 21:30","44918","45449"
"23.05.2021 21:30 - 23.05.2021 21:45","45365","45849"
"23.05.2021 21:45 - 23.05.2021 22:00","45774","45917"
"23.05.2021 22:00 - 23.05.2021 22:15","45839","46161"
"23.05.2021 22:15 - 23.05.2021 22:30","45246","45666"
"23.05.2021 22:30 - 23.05.2021 22:45","45241","44965"
"23.05.2021 22:45 - 23.05.2021 23:00","44233","44638"
"23.05.2021 23:00 - 23.05.2021 23:15","43795","43929"
"23.05.2021 23:15 - 23.05.2021 23:30","42828","43245"
"23.05.2021 23:30 - 23.05.2021 23:45","42269","42886"
"23.05.2021 23:45 - 24.05.2021 00:00","41637","42007"
"24.05.2021 00:00 - 24.05.2021 00:15","39084","41247"
"24.05.2021 00:15 - 24.05.2021 00:30","38615","40526"
"24.05.2021 00:30 - 24.05.2021 00:45","38398","39888"
"24.05.2021 00:45 - 24.05.2021 01:00","38106","39440"
"24.05.2021 01:00 - 24.05.2021 01:15","37798","39061"
"24.05.2021 01:15 - 24.05.2021 01:30","37226","38868"
"24.05.2021 01:30 - 24.05.2021 01:45","36910","38587"
"24.05.2021 01:45 - 24.05.2021 02:00","36369","38187"
"24.05.2021 02:00 - 24.05.2021 02:15","36432","38232"
"24.05.2021 02:15 - 24.05.2021 02:30","36837","38104"
"24.05.2021 02:30 - 24.05.2021 02:45","36556","38194"
"24.05.2021 02:45 - 24.05.2021 03:00","36529","37841"
"24.05.2021 03:00 - 24.05.2021 03:15","36180","37938"
"24.05.2021 03:15 - 24.05.2021 03:30","36421","37770"
"24.05.2021 03:30 - 24.05.2021 03:45","36379","37746"
"24.05.2021 03:45 - 24.05.2021 04:00","36460","37872"
"24.05.2021 04:00 - 24.05.2021 04:15","36416","38447"
"24.05.2021 04:15 - 24.05.2021 04:30","36615","38495"
"24.05.2021 04:30 - 24.05.2021 04:45","36484","38833"
"24.05.2021 04:45 - 24.05.2021 05:00","37358","38885"
"24.05.2021 05:00 - 24.05.2021 05:15","37538","39038"
"24.05.2021 05:15 - 24.05.2021 05:30","36358","38448"
"24.05.2021 05:30 - 24.05.2021 05:45","36345","38422"
"24.05.2021 05:45 - 24.05.2021 06:00","35579","38347"
"24.05.2021 06:00 - 24.05.2021 06:15","34259","38306"
"24.05.2021 06:15 - 24.05.2021 06:30","34880","38597"
"24.05.2021 06:30 - 24.05.2021 06:45","35225","38713"
"24.05.2021 06:45 - 24.05.2021 07:00","36111","39388"
"24.05.2021 07:00 - 24.05.2021 07:15","36776","39875"
"24.05.2021 07:15 - 24.05.2021 07:30","37962","40645"
"24.05.2021 07:30 - 24.05.2021 07:45","38172","40961"
"24.05.2021 07:45 - 24.05.2021 08:00","38485","41708"
"24.05.2021 08:00 - 24.05.2021 08:15","39806","42631"
"24.05.2021 08:15 - 24.05.2021 08:30","40704","43354"
"24.05.2021 08:30 - 24.05.2021 08:45","41228","44188"
"24.05.2021 08:45 - 24.05.2021 09:00","43789","44739"
"24.05.2021 09:00 - 24.05.2021 09:15","44234","45612"
"24.05.2021 09:15 - 24.05.2021 09:30","45369","46204"
"24.05.2021 09:30 - 24.05.2021 09:45","46591","47097"
"24.05.2021 09:45 - 24.05.2021 10:00","47227","48143"
"24.05.2021 10:00 - 24.05.2021 10:15","47689","49635"
"24.05.2021 10:15 - 24.05.2021 10:30","48380","50553"
"24.05.2021 10:30 - 24.05.2021 10:45","48559","51206"
"24.05.2021 10:45 - 24.05.2021 11:00","49496","51952"
"24.05.2021 11:00 - 24.05.2021 11:15","50865","52146"
"24.05.2021 11:15 - 24.05.2021 11:30","51359","52579"
"24.05.2021 11:30 - 24.05.2021 11:45","51514","52978"
"24.05.2021 11:45 - 24.05.2021 12:00","52123","53081"
"24.05.2021 12:00 - 24.05.2021 12:15","52185","52809"
"24.05.2021 12:15 - 24.05.2021 12:30","52299","52915"
"24.05.2021 12:30 - 24.05.2021 12:45","51329","52607"
"24.05.2021 12:45 - 24.05.2021 13:00","51777","52010"
"24.05.2021 13:00 - 24.05.2021 13:15","50684","51030"
"24.05.2021 13:15 - 24.05.2021 13:30","50342","50459"
"24.05.2021 13:30 - 24.05.2021 13:45","49951","49718"
"24.05.2021 13:45 - 24.05.2021 14:00","48910","48994"
"24.05.2021 14:00 - 24.05.2021 14:15","48267","48845"
"24.05.2021 14:15 - 24.05.2021 14:30","47700","48919"
"24.05.2021 14:30 - 24.05.2021 14:45","47674","48973"
"24.05.2021 14:45 - 24.05.2021 15:00","48103","48780"
"24.05.2021 15:00 - 24.05.2021 15:15","47498","48614"
"24.05.2021 15:15 - 24.05.2021 15:30","47366","48464"
"24.05.2021 15:30 - 24.05.2021 15:45","47388","47928"
"24.05.2021 15:45 - 24.05.2021 16:00","47641","47903"
"24.05.2021 16:00 - 24.05.2021 16:15","47791","48049"
"24.05.2021 16:15 - 24.05.2021 16:30","47835","47749"
"24.05.2021 16:30 - 24.05.2021 16:45","47683","47989"
"24.05.2021 16:45 - 24.05.2021 17:00","47828","47978"
"24.05.2021 17:00 - 24.05.2021 17:15","48039","48537"
"24.05.2021 17:15 - 24.05.2021 17:30","48225","48642"
"24.05.2021 17:30 - 24.05.2021 17:45","48546","49168"
"24.05.2021 17:45 - 24.05.2021 18:00","48935","49900"
"24.05.2021 18:00 - 24.05.2021 18:15","49385","50082"
"24.05.2021 18:15 - 24.05.2021 18:30","49143","50252"
"24.05.2021 18:30 - 24.05.2021 18:45","49602","50277"
"24.05.2021 18:45 - 24.05.2021 19:00","48995","50478"
"24.05.2021 19:00 - 24.05.2021 19:15","49069","50922"
"24.05.2021 19:15 - 24.05.2021 19:30","48273","50463"
"24.05.2021 19:30 - 24.05.2021 19:45","49166","50209"
"24.05.2021 19:45 - 24.05.2021 20:00","49438","50070"
"24.05.2021 20:00 - 24.05.2021 20:15","49018","50047"
"24.05.2021 20:15 - 24.05.2021 20:30","48323","49332"
"24.05.2021 20:30 - 24.05.2021 20:45","48538","49178"
"24.05.2021 20:45 - 24.05.2021 21:00","48528","49131"
"24.05.2021 21:00 - 24.05.2021 21:15","47787","49322"
"24.05.2021 21:15 - 24.05.2021 21:30","47747","49049"
"24.05.2021 21:30 - 24.05.2021 21:45","47874","49265"
"24.05.2021 21:45 - 24.05.2021 22:00","48332","49602"
"24.05.2021 22:00 - 24.05.2021 22:15","48167","50113"
"24.05.2021 22:15 - 24.05.2021 22:30","47369","49866"
"24.05.2021 22:30 - 24.05.2021 22:45","47065","48551"
"24.05.2021 22:45 - 24.05.2021 23:00","45600","47652"
"24.05.2021 23:00 - 24.05.2021 23:15","45310","46711"
"24.05.2021 23:15 - 24.05.2021 23:30","44121","45850"
"24.05.2021 23:30 - 24.05.2021 23:45","43764","45122"
"24.05.2021 23:45 - 25.05.2021 00:00","43265","44609"
"25.05.2021 00:00 - 25.05.2021 00:15","44022","43749"
"25.05.2021 00:15 - 25.05.2021 00:30","43477","43373"
"25.05.2021 00:30 - 25.05.2021 00:45","42968","42938"
"25.05.2021 00:45 - 25.05.2021 01:00","42797","42581"
"25.05.2021 01:00 - 25.05.2021 01:15","42210","42325"
"25.05.2021 01:15 - 25.05.2021 01:30","41778","42101"
"25.05.2021 01:30 - 25.05.2021 01:45","41455","42121"
"25.05.2021 01:45 - 25.05.2021 02:00","41225","42067"
"25.05.2021 02:00 - 25.05.2021 02:15","40970","41706"
"25.05.2021 02:15 - 25.05.2021 02:30","41193","41581"
"25.05.2021 02:30 - 25.05.2021 02:45","41131","41734"
"25.05.2021 02:45 - 25.05.2021 03:00","41299","41491"
"25.05.2021 03:00 - 25.05.2021 03:15","41305","41404"
"25.05.2021 03:15 - 25.05.2021 03:30","41576","41597"
"25.05.2021 03:30 - 25.05.2021 03:45","41734","41800"
"25.05.2021 03:45 - 25.05.2021 04:00","41984","42173"
"25.05.2021 04:00 - 25.05.2021 04:15","42494","42647"
"25.05.2021 04:15 - 25.05.2021 04:30","43000","43034"
"25.05.2021 04:30 - 25.05.2021 04:45","43557","43777"
"25.05.2021 04:45 - 25.05.2021 05:00","44258","44193"
"25.05.2021 05:00 - 25.05.2021 05:15","45576","45210"
"25.05.2021 05:15 - 25.05.2021 05:30","45538","45846"
"25.05.2021 05:30 - 25.05.2021 05:45","46434","47203"
"25.05.2021 05:45 - 25.05.2021 06:00","47536","48347"
"25.05.2021 06:00 - 25.05.2021 06:15","49647","51387"
"25.05.2021 06:15 - 25.05.2021 06:30","51761","53692"
"25.05.2021 06:30 - 25.05.2021 06:45","52895","55140"
"25.05.2021 06:45 - 25.05.2021 07:00","54824","56310"
"25.05.2021 07:00 - 25.05.2021 07:15","56671","58316"
"25.05.2021 07:15 - 25.05.2021 07:30","57828","59351"
"25.05.2021 07:30 - 25.05.2021 07:45","58843","60296"
"25.05.2021 07:45 - 25.05.2021 08:00","59693","61126"
"25.05.2021 08:00 - 25.05.2021 08:15","60880","62456"
"25.05.2021 08:15 - 25.05.2021 08:30","61774","63190"
"25.05.2021 08:30 - 25.05.2021 08:45","61542","63755"
"25.05.2021 08:45 - 25.05.2021 09:00","62294","64473"
"25.05.2021 09:00 - 25.05.2021 09:15","62624","64429"
"25.05.2021 09:15 - 25.05.2021 09:30","63326","64705"
"25.05.2021 09:30 - 25.05.2021 09:45","64162","65215"
"25.05.2021 09:45 - 25.05.2021 10:00","64649","65731"
"25.05.2021 10:00 - 25.05.2021 10:15","64928","65715"
"25.05.2021 10:15 - 25.05.2021 10:30","64854","66074"
"25.05.2021 10:30 - 25.05.2021 10:45","65787","66117"
"25.05.2021 10:45 - 25.05.2021 11:00","66044","66382"
"25.05.2021 11:00 - 25.05.2021 11:15","67018","66425"
"25.05.2021 11:15 - 25.05.2021 11:30","67269","67353"
"25.05.2021 11:30 - 25.05.2021 11:45","67590","67668"
"25.05.2021 11:45 - 25.05.2021 12:00","67969","68172"
"25.05.2021 12:00 - 25.05.2021 12:15","67436","67528"
"25.05.2021 12:15 - 25.05.2021 12:30","67652","67361"
"25.05.2021 12:30 - 25.05.2021 12:45","67202","67701"
"25.05.2021 12:45 - 25.05.2021 13:00","67607","67751"
"25.05.2021 13:00 - 25.05.2021 13:15","66707","67702"
"25.05.2021 13:15 - 25.05.2021 13:30","66234","67289"
"25.05.2021 13:30 - 25.05.2021 13:45","65894","66816"
"25.05.2021 13:45 - 25.05.2021 14:00","64794","66496"
"25.05.2021 14:00 - 25.05.2021 14:15","64236","67093"
"25.05.2021 14:15 - 25.05.2021 14:30","64152","66985"
"25.05.2021 14:30 - 25.05.2021 14:45","63906","66160"
"25.05.2021 14:45 - 25.05.2021 15:00","64085","65703"
"25.05.2021 15:00 - 25.05.2021 15:15","63470","65061"
"25.05.2021 15:15 - 25.05.2021 15:30","63169","64523"
"25.05.2021 15:30 - 25.05.2021 15:45","63063","64324"
"25.05.2021 15:45 - 25.05.2021 16:00","62583","63798"
"25.05.2021 16:00 - 25.05.2021 16:15","62208","64076"
"25.05.2021 16:15 - 25.05.2021 16:30","62166","63423"
"25.05.2021 16:30 - 25.05.2021 16:45","61733","62709"
"25.05.2021 16:45 - 25.05.2021 17:00","61512","62870"
"25.05.2021 17:00 - 25.05.2021 17:15","61428","63207"
"25.05.2021 17:15 - 25.05.2021 17:30","61508","63573"
"25.05.2021 17:30 - 25.05.2021 17:45","61934","63495"
"25.05.2021 17:45 - 25.05.2021 18:00","62015","63860"
"25.05.2021 18:00 - 25.05.2021 18:15","61575","63714"
"25.05.2021 18:15 - 25.05.2021 18:30","61546","63119"
"25.05.2021 18:30 - 25.05.2021 18:45","61486","62832"
"25.05.2021 18:45 - 25.05.2021 19:00","61429","62783"
"25.05.2021 19:00 - 25.05.2021 19:15","61403","62651"
"25.05.2021 19:15 - 25.05.2021 19:30","60867","62029"
"25.05.2021 19:30 - 25.05.2021 19:45","60877","61978"
"25.05.2021 19:45 - 25.05.2021 20:00","60534","62089"
"25.05.2021 20:00 - 25.05.2021 20:15","59766","61431"
"25.05.2021 20:15 - 25.05.2021 20:30","58787","60325"
"25.05.2021 20:30 - 25.05.2021 20:45","58437","59648"
"25.05.2021 20:45 - 25.05.2021 21:00","57981","59148"
"25.05.2021 21:00 - 25.05.2021 21:15","57190","58483"
"25.05.2021 21:15 - 25.05.2021 21:30","56732","58086"
"25.05.2021 21:30 - 25.05.2021 21:45","56448","58011"
"25.05.2021 21:45 - 25.05.2021 22:00","56016","57558"
"25.05.2021 22:00 - 25.05.2021 22:15","55444","57000"
"25.05.2021 22:15 - 25.05.2021 22:30","54386","56649"
"25.05.2021 22:30 - 25.05.2021 22:45","53416","55496"
"25.05.2021 22:45 - 25.05.2021 23:00","52090","54782"
"25.05.2021 23:00 - 25.05.2021 23:15","51193","53570"
"25.05.2021 23:15 - 25.05.2021 23:30","50102","53094"
"25.05.2021 23:30 - 25.05.2021 23:45","49401","52215"
"25.05.2021 23:45 - 26.05.2021 00:00","48659","51510"
"26.05.2021 00:00 - 26.05.2021 00:15","47828","50125"
"26.05.2021 00:15 - 26.05.2021 00:30","47257","49477"
"26.05.2021 00:30 - 26.05.2021 00:45","46711","48915"
"26.05.2021 00:45 - 26.05.2021 01:00","46328","48526"
"26.05.2021 01:00 - 26.05.2021 01:15","45956","47940"
"26.05.2021 01:15 - 26.05.2021 01:30","45365","47768"
"26.05.2021 01:30 - 26.05.2021 01:45","45049","47639"
"26.05.2021 01:45 - 26.05.2021 02:00","44625","47391"
"26.05.2021 02:00 - 26.05.2021 02:15","44416","47359"
"26.05.2021 02:15 - 26.05.2021 02:30","44678","47228"
"26.05.2021 02:30 - 26.05.2021 02:45","44493","47345"
"26.05.2021 02:45 - 26.05.2021 03:00","44675","47283"
"26.05.2021 03:00 - 26.05.2021 03:15","44615","47319"
"26.05.2021 03:15 - 26.05.2021 03:30","45102","47465"
"26.05.2021 03:30 - 26.05.2021 03:45","45254","47509"
"26.05.2021 03:45 - 26.05.2021 04:00","45533","47762"
"26.05.2021 04:00 - 26.05.2021 04:15","45900","48191"
"26.05.2021 04:15 - 26.05.2021 04:30","46405","48560"
"26.05.2021 04:30 - 26.05.2021 04:45","46576","48684"
"26.05.2021 04:45 - 26.05.2021 05:00","47621","49389"
"26.05.2021 05:00 - 26.05.2021 05:15","48566","50466"
"26.05.2021 05:15 - 26.05.2021 05:30","48963","50957"
"26.05.2021 05:30 - 26.05.2021 05:45","49461","51641"
"26.05.2021 05:45 - 26.05.2021 06:00","50028","53099"
"26.05.2021 06:00 - 26.05.2021 06:15","52541","55431"
"26.05.2021 06:15 - 26.05.2021 06:30","54481","57340"
"26.05.2021 06:30 - 26.05.2021 06:45","55526","58753"
"26.05.2021 06:45 - 26.05.2021 07:00","57768","59970"
"26.05.2021 07:00 - 26.05.2021 07:15","59485","61792"
"26.05.2021 07:15 - 26.05.2021 07:30","60215","62466"
"26.05.2021 07:30 - 26.05.2021 07:45","60982","63283"
"26.05.2021 07:45 - 26.05.2021 08:00","61403","64336"
"26.05.2021 08:00 - 26.05.2021 08:15","62714","65579"
"26.05.2021 08:15 - 26.05.2021 08:30","63216","66311"
"26.05.2021 08:30 - 26.05.2021 08:45","62968","66601"
"26.05.2021 08:45 - 26.05.2021 09:00","63910","67112"
"26.05.2021 09:00 - 26.05.2021 09:15","63815","67008"
"26.05.2021 09:15 - 26.05.2021 09:30","64470","67342"
"26.05.2021 09:30 - 26.05.2021 09:45","65460","67627"
"26.05.2021 09:45 - 26.05.2021 10:00","65999","68393"
"26.05.2021 10:00 - 26.05.2021 10:15","66099","68153"
"26.05.2021 10:15 - 26.05.2021 10:30","66372","68175"
"26.05.2021 10:30 - 26.05.2021 10:45","66864","68277"
"26.05.2021 10:45 - 26.05.2021 11:00","67316","68677"
"26.05.2021 11:00 - 26.05.2021 11:15","68299","69193"
"26.05.2021 11:15 - 26.05.2021 11:30","68216","69301"
"26.05.2021 11:30 - 26.05.2021 11:45","68172","69889"
"26.05.2021 11:45 - 26.05.2021 12:00","68759","69942"
"26.05.2021 12:00 - 26.05.2021 12:15","68225","69472"
"26.05.2021 12:15 - 26.05.2021 12:30","68261","69536"
"26.05.2021 12:30 - 26.05.2021 12:45","67677","69391"
"26.05.2021 12:45 - 26.05.2021 13:00","68086","69558"
"26.05.2021 13:00 - 26.05.2021 13:15","67319","69362"
"26.05.2021 13:15 - 26.05.2021 13:30","66995","68933"
"26.05.2021 13:30 - 26.05.2021 13:45","66424","68875"
"26.05.2021 13:45 - 26.05.2021 14:00","65385","68166"
"26.05.2021 14:00 - 26.05.2021 14:15","64797","68161"
"26.05.2021 14:15 - 26.05.2021 14:30","64633","67768"
"26.05.2021 14:30 - 26.05.2021 14:45","64428","66609"
"26.05.2021 14:45 - 26.05.2021 15:00","64781","66158"
"26.05.2021 15:00 - 26.05.2021 15:15","64052","65601"
"26.05.2021 15:15 - 26.05.2021 15:30","63785","65143"
"26.05.2021 15:30 - 26.05.2021 15:45","63663","65044"
"26.05.2021 15:45 - 26.05.2021 16:00","63513","64725"
"26.05.2021 16:00 - 26.05.2021 16:15","63132","64885"
"26.05.2021 16:15 - 26.05.2021 16:30","63167","64262"
"26.05.2021 16:30 - 26.05.2021 16:45","62441","64125"
"26.05.2021 16:45 - 26.05.2021 17:00","62204","63889"
"26.05.2021 17:00 - 26.05.2021 17:15","62179","63807"
"26.05.2021 17:15 - 26.05.2021 17:30","62398","63588"
"26.05.2021 17:30 - 26.05.2021 17:45","62631","63655"
"26.05.2021 17:45 - 26.05.2021 18:00","62883","63137"
"26.05.2021 18:00 - 26.05.2021 18:15","62554","63544"
"26.05.2021 18:15 - 26.05.2021 18:30","62414","63076"
"26.05.2021 18:30 - 26.05.2021 18:45","62300","62884"
"26.05.2021 18:45 - 26.05.2021 19:00","61889","63086"
"26.05.2021 19:00 - 26.05.2021 19:15","61851","63447"
"26.05.2021 19:15 - 26.05.2021 19:30","61310","62985"
"26.05.2021 19:30 - 26.05.2021 19:45","61436","62639"
"26.05.2021 19:45 - 26.05.2021 20:00","61179","62104"
"26.05.2021 20:00 - 26.05.2021 20:15","60183","61650"
"26.05.2021 20:15 - 26.05.2021 20:30","59179","60586"
"26.05.2021 20:30 - 26.05.2021 20:45","58658","59886"
"26.05.2021 20:45 - 26.05.2021 21:00","58387","59405"
"26.05.2021 21:00 - 26.05.2021 21:15","57468","59196"
"26.05.2021 21:15 - 26.05.2021 21:30","57116","58827"
"26.05.2021 21:30 - 26.05.2021 21:45","56601","58456"
"26.05.2021 21:45 - 26.05.2021 22:00","56405","58108"
"26.05.2021 22:00 - 26.05.2021 22:15","56010","57623"
"26.05.2021 22:15 - 26.05.2021 22:30","54995","57016"
"26.05.2021 22:30 - 26.05.2021 22:45","54180","56272"
"26.05.2021 22:45 - 26.05.2021 23:00","52535","55424"
"26.05.2021 23:00 - 26.05.2021 23:15","51863","54107"
"26.05.2021 23:15 - 26.05.2021 23:30","50629","53163"
"26.05.2021 23:30 - 26.05.2021 23:45","50026","52454"
"26.05.2021 23:45 - 27.05.2021 00:00","49397","51790"
"27.05.2021 00:00 - 27.05.2021 00:15","49709","51053"
"27.05.2021 00:15 - 27.05.2021 00:30","48818","50734"
"27.05.2021 00:30 - 27.05.2021 00:45","48271","50110"
"27.05.2021 00:45 - 27.05.2021 01:00","48045","49847"
"27.05.2021 01:00 - 27.05.2021 01:15","47032","49021"
"27.05.2021 01:15 - 27.05.2021 01:30","46477","48530"
"27.05.2021 01:30 - 27.05.2021 01:45","46388","48127"
"27.05.2021 01:45 - 27.05.2021 02:00","46047","47870"
"27.05.2021 02:00 - 27.05.2021 02:15","45519","47597"
"27.05.2021 02:15 - 27.05.2021 02:30","45667","47437"
"27.05.2021 02:30 - 27.05.2021 02:45","45481","47574"
"27.05.2021 02:45 - 27.05.2021 03:00","45772","47313"
"27.05.2021 03:00 - 27.05.2021 03:15","46001","47390"
"27.05.2021 03:15 - 27.05.2021 03:30","46163","47366"
"27.05.2021 03:30 - 27.05.2021 03:45","45941","47532"
"27.05.2021 03:45 - 27.05.2021 04:00","46314","47827"
"27.05.2021 04:00 - 27.05.2021 04:15","46824","48278"
"27.05.2021 04:15 - 27.05.2021 04:30","47392","48300"
"27.05.2021 04:30 - 27.05.2021 04:45","47512","49089"
"27.05.2021 04:45 - 27.05.2021 05:00","48061","49433"
"27.05.2021 05:00 - 27.05.2021 05:15","49323","51157"
"27.05.2021 05:15 - 27.05.2021 05:30","49945","51352"
"27.05.2021 05:30 - 27.05.2021 05:45","50321","52025"
"27.05.2021 05:45 - 27.05.2021 06:00","51892","53249"
"27.05.2021 06:00 - 27.05.2021 06:15","53889","55776"
"27.05.2021 06:15 - 27.05.2021 06:30","56121","57326"
"27.05.2021 06:30 - 27.05.2021 06:45","57710","58572"
"27.05.2021 06:45 - 27.05.2021 07:00","58505","59488"
"27.05.2021 07:00 - 27.05.2021 07:15","61252","60949"
"27.05.2021 07:15 - 27.05.2021 07:30","60254","61789"
"27.05.2021 07:30 - 27.05.2021 07:45","61975","62798"
"27.05.2021 07:45 - 27.05.2021 08:00","62566","63705"
"27.05.2021 08:00 - 27.05.2021 08:15","63505","64566"
"27.05.2021 08:15 - 27.05.2021 08:30","64656","65428"
"27.05.2021 08:30 - 27.05.2021 08:45","64743","65864"
"27.05.2021 08:45 - 27.05.2021 09:00","65424","66381"
"27.05.2021 09:00 - 27.05.2021 09:15","65129","66228"
"27.05.2021 09:15 - 27.05.2021 09:30","65720","66761"
"27.05.2021 09:30 - 27.05.2021 09:45","66709","67179"
"27.05.2021 09:45 - 27.05.2021 10:00","67232","67212"
"27.05.2021 10:00 - 27.05.2021 10:15","67416","67130"
"27.05.2021 10:15 - 27.05.2021 10:30","67329","67625"
"27.05.2021 10:30 - 27.05.2021 10:45","68061","67894"
"27.05.2021 10:45 - 27.05.2021 11:00","68118","68133"
"27.05.2021 11:00 - 27.05.2021 11:15","68884","68276"
"27.05.2021 11:15 - 27.05.2021 11:30","68984","68403"
"27.05.2021 11:30 - 27.05.2021 11:45","69237","68883"
"27.05.2021 11:45 - 27.05.2021 12:00","69640","69022"
"27.05.2021 12:00 - 27.05.2021 12:15","68964","68543"
"27.05.2021 12:15 - 27.05.2021 12:30","69126","68676"
"27.05.2021 12:30 - 27.05.2021 12:45","68634","68329"
"27.05.2021 12:45 - 27.05.2021 13:00","68527","68312"
