"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"27.05.2021 13:00 - 27.05.2021 13:15","67798","68096"
"27.05.2021 13:15 - 27.05.2021 13:30","67867","67372"
"27.05.2021 13:30 - 27.05.2021 13:45","66967","66725"
"27.05.2021 13:45 - 27.05.2021 14:00","66423","66633"
"27.05.2021 14:00 - 27.05.2021 14:15","66050","66393"
"27.05.2021 14:15 - 27.05.2021 14:30","65907","66620"
"27.05.2021 14:30 - 27.05.2021 14:45","65454","66367"
"27.05.2021 14:45 - 27.05.2021 15:00","65722","65949"
"27.05.2021 15:00 - 27.05.2021 15:15","65410","65908"
"27.05.2021 15:15 - 27.05.2021 15:30","65055","65523"
"27.05.2021 15:30 - 27.05.2021 15:45","64551","64639"
"27.05.2021 15:45 - 27.05.2021 16:00","64090","64275"
"27.05.2021 16:00 - 27.05.2021 16:15","63785","64044"
"27.05.2021 16:15 - 27.05.2021 16:30","63505","63453"
"27.05.2021 16:30 - 27.05.2021 16:45","63625","63507"
"27.05.2021 16:45 - 27.05.2021 17:00","63230","63366"
"27.05.2021 17:00 - 27.05.2021 17:15","63711","63372"
"27.05.2021 17:15 - 27.05.2021 17:30","63771","63276"
"27.05.2021 17:30 - 27.05.2021 17:45","64064","63383"
"27.05.2021 17:45 - 27.05.2021 18:00","64098","63482"
"27.05.2021 18:00 - 27.05.2021 18:15","63781","63187"
"27.05.2021 18:15 - 27.05.2021 18:30","63463","62614"
"27.05.2021 18:30 - 27.05.2021 18:45","63318","62550"
"27.05.2021 18:45 - 27.05.2021 19:00","62779","62468"
"27.05.2021 19:00 - 27.05.2021 19:15","62818","62544"
"27.05.2021 19:15 - 27.05.2021 19:30","62155","61704"
"27.05.2021 19:30 - 27.05.2021 19:45","61917","61196"
"27.05.2021 19:45 - 27.05.2021 20:00","61737","60711"
"27.05.2021 20:00 - 27.05.2021 20:15","60999","60061"
"27.05.2021 20:15 - 27.05.2021 20:30","59933","59543"
"27.05.2021 20:30 - 27.05.2021 20:45","59696","58643"
"27.05.2021 20:45 - 27.05.2021 21:00","59133","58275"
"27.05.2021 21:00 - 27.05.2021 21:15","58235","57585"
"27.05.2021 21:15 - 27.05.2021 21:30","57672","57213"
"27.05.2021 21:30 - 27.05.2021 21:45","56741","56859"
"27.05.2021 21:45 - 27.05.2021 22:00","56846","56391"
"27.05.2021 22:00 - 27.05.2021 22:15","56467","56287"
"27.05.2021 22:15 - 27.05.2021 22:30","55566","55500"
"27.05.2021 22:30 - 27.05.2021 22:45","54914","54689"
"27.05.2021 22:45 - 27.05.2021 23:00","53537","53500"
"27.05.2021 23:00 - 27.05.2021 23:15","52422","52359"
"27.05.2021 23:15 - 27.05.2021 23:30","51168","51276"
"27.05.2021 23:30 - 27.05.2021 23:45","50493","50450"
"27.05.2021 23:45 - 28.05.2021 00:00","50142","49699"
"28.05.2021 00:00 - 28.05.2021 00:15","50462","48492"
"28.05.2021 00:15 - 28.05.2021 00:30","49479","47703"
"28.05.2021 00:30 - 28.05.2021 00:45","49359","47335"
"28.05.2021 00:45 - 28.05.2021 01:00","49013","46936"
"28.05.2021 01:00 - 28.05.2021 01:15","48058","46490"
"28.05.2021 01:15 - 28.05.2021 01:30","47244","45781"
"28.05.2021 01:30 - 28.05.2021 01:45","47425","45530"
"28.05.2021 01:45 - 28.05.2021 02:00","47214","45524"
"28.05.2021 02:00 - 28.05.2021 02:15","46899","45239"
"28.05.2021 02:15 - 28.05.2021 02:30","46574","44882"
"28.05.2021 02:30 - 28.05.2021 02:45","46361","45101"
"28.05.2021 02:45 - 28.05.2021 03:00","46869","44913"
"28.05.2021 03:00 - 28.05.2021 03:15","46657","44905"
"28.05.2021 03:15 - 28.05.2021 03:30","47103","45005"
"28.05.2021 03:30 - 28.05.2021 03:45","46774","45459"
"28.05.2021 03:45 - 28.05.2021 04:00","47417","45723"
"28.05.2021 04:00 - 28.05.2021 04:15","47741","46360"
"28.05.2021 04:15 - 28.05.2021 04:30","48443","46675"
"28.05.2021 04:30 - 28.05.2021 04:45","48686","47003"
"28.05.2021 04:45 - 28.05.2021 05:00","48967","47549"
"28.05.2021 05:00 - 28.05.2021 05:15","50321","48762"
"28.05.2021 05:15 - 28.05.2021 05:30","49932","48960"
"28.05.2021 05:30 - 28.05.2021 05:45","50205","49924"
"28.05.2021 05:45 - 28.05.2021 06:00","51622","50917"
"28.05.2021 06:00 - 28.05.2021 06:15","53672","53379"
"28.05.2021 06:15 - 28.05.2021 06:30","55195","55047"
"28.05.2021 06:30 - 28.05.2021 06:45","56304","56208"
"28.05.2021 06:45 - 28.05.2021 07:00","56905","57356"
"28.05.2021 07:00 - 28.05.2021 07:15","59713","59256"
"28.05.2021 07:15 - 28.05.2021 07:30","60777","60110"
"28.05.2021 07:30 - 28.05.2021 07:45","61682","61186"
"28.05.2021 07:45 - 28.05.2021 08:00","62341","61990"
"28.05.2021 08:00 - 28.05.2021 08:15","63431","62330"
"28.05.2021 08:15 - 28.05.2021 08:30","64051","63119"
"28.05.2021 08:30 - 28.05.2021 08:45","64050","63515"
"28.05.2021 08:45 - 28.05.2021 09:00","65005","64081"
"28.05.2021 09:00 - 28.05.2021 09:15","64718","63945"
"28.05.2021 09:15 - 28.05.2021 09:30","65413","64252"
"28.05.2021 09:30 - 28.05.2021 09:45","65603","64662"
"28.05.2021 09:45 - 28.05.2021 10:00","66314","64830"
"28.05.2021 10:00 - 28.05.2021 10:15","66388","64594"
"28.05.2021 10:15 - 28.05.2021 10:30","66630","64649"
"28.05.2021 10:30 - 28.05.2021 10:45","66948","64747"
"28.05.2021 10:45 - 28.05.2021 11:00","67379","65008"
"28.05.2021 11:00 - 28.05.2021 11:15","67785","65249"
"28.05.2021 11:15 - 28.05.2021 11:30","67739","65618"
"28.05.2021 11:30 - 28.05.2021 11:45","68448","65930"
"28.05.2021 11:45 - 28.05.2021 12:00","68786","66059"
"28.05.2021 12:00 - 28.05.2021 12:15","68221","65657"
"28.05.2021 12:15 - 28.05.2021 12:30","68312","65916"
"28.05.2021 12:30 - 28.05.2021 12:45","68229","65339"
"28.05.2021 12:45 - 28.05.2021 13:00","68008","65065"
"28.05.2021 13:00 - 28.05.2021 13:15","67137","64481"
"28.05.2021 13:15 - 28.05.2021 13:30","66844","64059"
"28.05.2021 13:30 - 28.05.2021 13:45","65929","63376"
"28.05.2021 13:45 - 28.05.2021 14:00","65725","62425"
"28.05.2021 14:00 - 28.05.2021 14:15","65337","62049"
"28.05.2021 14:15 - 28.05.2021 14:30","65110","61965"
"28.05.2021 14:30 - 28.05.2021 14:45","63938","61797"
"28.05.2021 14:45 - 28.05.2021 15:00","64193","61362"
"28.05.2021 15:00 - 28.05.2021 15:15","63899","61160"
"28.05.2021 15:15 - 28.05.2021 15:30","63671","60708"
"28.05.2021 15:30 - 28.05.2021 15:45","62886","60513"
"28.05.2021 15:45 - 28.05.2021 16:00","62439","59713"
"28.05.2021 16:00 - 28.05.2021 16:15","62155","59816"
"28.05.2021 16:15 - 28.05.2021 16:30","62113","59587"
"28.05.2021 16:30 - 28.05.2021 16:45","61982","59678"
"28.05.2021 16:45 - 28.05.2021 17:00","62033","59106"
"28.05.2021 17:00 - 28.05.2021 17:15","61876","59246"
"28.05.2021 17:15 - 28.05.2021 17:30","62055","59318"
"28.05.2021 17:30 - 28.05.2021 17:45","62347","59241"
"28.05.2021 17:45 - 28.05.2021 18:00","62040","59172"
"28.05.2021 18:00 - 28.05.2021 18:15","61883","59030"
"28.05.2021 18:15 - 28.05.2021 18:30","61606","58981"
"28.05.2021 18:30 - 28.05.2021 18:45","61522","59109"
"28.05.2021 18:45 - 28.05.2021 19:00","60819","59126"
"28.05.2021 19:00 - 28.05.2021 19:15","61493","59212"
"28.05.2021 19:15 - 28.05.2021 19:30","60534","58561"
"28.05.2021 19:30 - 28.05.2021 19:45","60244","58457"
"28.05.2021 19:45 - 28.05.2021 20:00","59497","57852"
"28.05.2021 20:00 - 28.05.2021 20:15","59087","57544"
"28.05.2021 20:15 - 28.05.2021 20:30","58058","56856"
"28.05.2021 20:30 - 28.05.2021 20:45","58110","56335"
"28.05.2021 20:45 - 28.05.2021 21:00","57358","55265"
"28.05.2021 21:00 - 28.05.2021 21:15","56626","54952"
"28.05.2021 21:15 - 28.05.2021 21:30","55908","54628"
"28.05.2021 21:30 - 28.05.2021 21:45","54950","54596"
"28.05.2021 21:45 - 28.05.2021 22:00","55101","54219"
"28.05.2021 22:00 - 28.05.2021 22:15","54529","53832"
"28.05.2021 22:15 - 28.05.2021 22:30","53691","53244"
"28.05.2021 22:30 - 28.05.2021 22:45","53928","52479"
"28.05.2021 22:45 - 28.05.2021 23:00","52409","51414"
"28.05.2021 23:00 - 28.05.2021 23:15","51550","50236"
"28.05.2021 23:15 - 28.05.2021 23:30","50644","49290"
"28.05.2021 23:30 - 28.05.2021 23:45","49925","48331"
"28.05.2021 23:45 - 29.05.2021 00:00","49802","48108"
"29.05.2021 00:00 - 29.05.2021 00:15","47430","47060"
"29.05.2021 00:15 - 29.05.2021 00:30","46628","46283"
"29.05.2021 00:30 - 29.05.2021 00:45","46107","45721"
"29.05.2021 00:45 - 29.05.2021 01:00","45763","45318"
"29.05.2021 01:00 - 29.05.2021 01:15","44903","44751"
"29.05.2021 01:15 - 29.05.2021 01:30","44366","44361"
"29.05.2021 01:30 - 29.05.2021 01:45","44237","43974"
"29.05.2021 01:45 - 29.05.2021 02:00","43668","43560"
"29.05.2021 02:00 - 29.05.2021 02:15","43313","43578"
"29.05.2021 02:15 - 29.05.2021 02:30","43351","43134"
"29.05.2021 02:30 - 29.05.2021 02:45","43069","43130"
"29.05.2021 02:45 - 29.05.2021 03:00","43060","43200"
"29.05.2021 03:00 - 29.05.2021 03:15","43006","43302"
"29.05.2021 03:15 - 29.05.2021 03:30","43131","43283"
"29.05.2021 03:30 - 29.05.2021 03:45","42851","43157"
"29.05.2021 03:45 - 29.05.2021 04:00","43157","43145"
"29.05.2021 04:00 - 29.05.2021 04:15","43192","43218"
"29.05.2021 04:15 - 29.05.2021 04:30","43388","43298"
"29.05.2021 04:30 - 29.05.2021 04:45","43252","43332"
"29.05.2021 04:45 - 29.05.2021 05:00","43502","43232"
"29.05.2021 05:00 - 29.05.2021 05:15","43844","43500"
"29.05.2021 05:15 - 29.05.2021 05:30","42691","43208"
"29.05.2021 05:30 - 29.05.2021 05:45","42110","43139"
"29.05.2021 05:45 - 29.05.2021 06:00","42120","43182"
"29.05.2021 06:00 - 29.05.2021 06:15","42730","43905"
"29.05.2021 06:15 - 29.05.2021 06:30","42651","44401"
"29.05.2021 06:30 - 29.05.2021 06:45","43342","44908"
"29.05.2021 06:45 - 29.05.2021 07:00","44130","45459"
"29.05.2021 07:00 - 29.05.2021 07:15","45293","46458"
"29.05.2021 07:15 - 29.05.2021 07:30","46383","47104"
"29.05.2021 07:30 - 29.05.2021 07:45","47278","48156"
"29.05.2021 07:45 - 29.05.2021 08:00","48356","49271"
"29.05.2021 08:00 - 29.05.2021 08:15","49674","50233"
"29.05.2021 08:15 - 29.05.2021 08:30","50490","51184"
"29.05.2021 08:30 - 29.05.2021 08:45","51834","52308"
"29.05.2021 08:45 - 29.05.2021 09:00","52928","52814"
"29.05.2021 09:00 - 29.05.2021 09:15","53518","53298"
"29.05.2021 09:15 - 29.05.2021 09:30","54334","53783"
"29.05.2021 09:30 - 29.05.2021 09:45","54752","54258"
"29.05.2021 09:45 - 29.05.2021 10:00","55303","54746"
"29.05.2021 10:00 - 29.05.2021 10:15","55804","54759"
"29.05.2021 10:15 - 29.05.2021 10:30","56160","55059"
"29.05.2021 10:30 - 29.05.2021 10:45","56323","55314"
"29.05.2021 10:45 - 29.05.2021 11:00","56482","55158"
"29.05.2021 11:00 - 29.05.2021 11:15","57350","55013"
"29.05.2021 11:15 - 29.05.2021 11:30","57624","55382"
"29.05.2021 11:30 - 29.05.2021 11:45","58012","55537"
"29.05.2021 11:45 - 29.05.2021 12:00","58386","55684"
"29.05.2021 12:00 - 29.05.2021 12:15","57917","55151"
"29.05.2021 12:15 - 29.05.2021 12:30","57538","55010"
"29.05.2021 12:30 - 29.05.2021 12:45","57290","54706"
"29.05.2021 12:45 - 29.05.2021 13:00","56811","54360"
"29.05.2021 13:00 - 29.05.2021 13:15","56298","53352"
"29.05.2021 13:15 - 29.05.2021 13:30","55597","52594"
"29.05.2021 13:30 - 29.05.2021 13:45","54899","51792"
"29.05.2021 13:45 - 29.05.2021 14:00","54568","51374"
"29.05.2021 14:00 - 29.05.2021 14:15","54043","51036"
"29.05.2021 14:15 - 29.05.2021 14:30","53384","50492"
"29.05.2021 14:30 - 29.05.2021 14:45","53209","50366"
"29.05.2021 14:45 - 29.05.2021 15:00","52894","50064"
"29.05.2021 15:00 - 29.05.2021 15:15","52547","49964"
"29.05.2021 15:15 - 29.05.2021 15:30","52646","49664"
"29.05.2021 15:30 - 29.05.2021 15:45","52483","49414"
"29.05.2021 15:45 - 29.05.2021 16:00","52128","49334"
"29.05.2021 16:00 - 29.05.2021 16:15","52235","49613"
"29.05.2021 16:15 - 29.05.2021 16:30","51943","49570"
"29.05.2021 16:30 - 29.05.2021 16:45","52221","49203"
"29.05.2021 16:45 - 29.05.2021 17:00","52412","49343"
"29.05.2021 17:00 - 29.05.2021 17:15","52655","49663"
"29.05.2021 17:15 - 29.05.2021 17:30","52611","49741"
"29.05.2021 17:30 - 29.05.2021 17:45","53154","49692"
"29.05.2021 17:45 - 29.05.2021 18:00","53471","49777"
"29.05.2021 18:00 - 29.05.2021 18:15","53466","50305"
"29.05.2021 18:15 - 29.05.2021 18:30","53502","50232"
"29.05.2021 18:30 - 29.05.2021 18:45","53180","50148"
"29.05.2021 18:45 - 29.05.2021 19:00","52758","50262"
"29.05.2021 19:00 - 29.05.2021 19:15","52990","50532"
"29.05.2021 19:15 - 29.05.2021 19:30","52177","50076"
"29.05.2021 19:30 - 29.05.2021 19:45","51946","49723"
"29.05.2021 19:45 - 29.05.2021 20:00","51863","49753"
"29.05.2021 20:00 - 29.05.2021 20:15","51199","49381"
"29.05.2021 20:15 - 29.05.2021 20:30","50662","48776"
"29.05.2021 20:30 - 29.05.2021 20:45","50447","48511"
"29.05.2021 20:45 - 29.05.2021 21:00","49801","48178"
"29.05.2021 21:00 - 29.05.2021 21:15","49677","47752"
"29.05.2021 21:15 - 29.05.2021 21:30","49118","47560"
"29.05.2021 21:30 - 29.05.2021 21:45","48710","47552"
"29.05.2021 21:45 - 29.05.2021 22:00","48805","47632"
"29.05.2021 22:00 - 29.05.2021 22:15","49004","47904"
"29.05.2021 22:15 - 29.05.2021 22:30","48394","47213"
"29.05.2021 22:30 - 29.05.2021 22:45","47911","46521"
"29.05.2021 22:45 - 29.05.2021 23:00","46962","45963"
"29.05.2021 23:00 - 29.05.2021 23:15","45947","45145"
"29.05.2021 23:15 - 29.05.2021 23:30","44995","44270"
"29.05.2021 23:30 - 29.05.2021 23:45","44819","43379"
"29.05.2021 23:45 - 30.05.2021 00:00","44310","42992"
"30.05.2021 00:00 - 30.05.2021 00:15","44860","42190"
"30.05.2021 00:15 - 30.05.2021 00:30","44127","41472"
"30.05.2021 00:30 - 30.05.2021 00:45","43717","40819"
"30.05.2021 00:45 - 30.05.2021 01:00","43543","40317"
"30.05.2021 01:00 - 30.05.2021 01:15","42511","39679"
"30.05.2021 01:15 - 30.05.2021 01:30","42034","39518"
"30.05.2021 01:30 - 30.05.2021 01:45","42002","39063"
"30.05.2021 01:45 - 30.05.2021 02:00","41678","38725"
"30.05.2021 02:00 - 30.05.2021 02:15","41013","38344"
"30.05.2021 02:15 - 30.05.2021 02:30","41126","38411"
"30.05.2021 02:30 - 30.05.2021 02:45","40695","38189"
"30.05.2021 02:45 - 30.05.2021 03:00","40828","38070"
"30.05.2021 03:00 - 30.05.2021 03:15","40751","38347"
"30.05.2021 03:15 - 30.05.2021 03:30","40659","38308"
"30.05.2021 03:30 - 30.05.2021 03:45","40427","38100"
"30.05.2021 03:45 - 30.05.2021 04:00","40452","38129"
"30.05.2021 04:00 - 30.05.2021 04:15","40967","38423"
"30.05.2021 04:15 - 30.05.2021 04:30","41040","38194"
"30.05.2021 04:30 - 30.05.2021 04:45","40808","38336"
"30.05.2021 04:45 - 30.05.2021 05:00","40755","38310"
"30.05.2021 05:00 - 30.05.2021 05:15","40962","38193"
"30.05.2021 05:15 - 30.05.2021 05:30","40135","37905"
"30.05.2021 05:30 - 30.05.2021 05:45","39095","38150"
"30.05.2021 05:45 - 30.05.2021 06:00","39024","38229"
"30.05.2021 06:00 - 30.05.2021 06:15","38422","38427"
"30.05.2021 06:15 - 30.05.2021 06:30","38372","38606"
"30.05.2021 06:30 - 30.05.2021 06:45","39044","38878"
"30.05.2021 06:45 - 30.05.2021 07:00","39611","39382"
"30.05.2021 07:00 - 30.05.2021 07:15","39563","40139"
"30.05.2021 07:15 - 30.05.2021 07:30","40142","40596"
"30.05.2021 07:30 - 30.05.2021 07:45","40943","41531"
"30.05.2021 07:45 - 30.05.2021 08:00","41845","42169"
"30.05.2021 08:00 - 30.05.2021 08:15","42738","43362"
"30.05.2021 08:15 - 30.05.2021 08:30","43573","43997"
"30.05.2021 08:30 - 30.05.2021 08:45","45000","44912"
"30.05.2021 08:45 - 30.05.2021 09:00","45883","45933"
"30.05.2021 09:00 - 30.05.2021 09:15","47266","46486"
"30.05.2021 09:15 - 30.05.2021 09:30","48303","46984"
"30.05.2021 09:30 - 30.05.2021 09:45","48716","47742"
"30.05.2021 09:45 - 30.05.2021 10:00","49460","48247"
"30.05.2021 10:00 - 30.05.2021 10:15","50064","48618"
"30.05.2021 10:15 - 30.05.2021 10:30","50809","49095"
"30.05.2021 10:30 - 30.05.2021 10:45","51433","49640"
"30.05.2021 10:45 - 30.05.2021 11:00","51790","49844"
"30.05.2021 11:00 - 30.05.2021 11:15","52747","50199"
"30.05.2021 11:15 - 30.05.2021 11:30","53752","50569"
"30.05.2021 11:30 - 30.05.2021 11:45","54238","50699"
"30.05.2021 11:45 - 30.05.2021 12:00","54209","51027"
"30.05.2021 12:00 - 30.05.2021 12:15","54149","50792"
"30.05.2021 12:15 - 30.05.2021 12:30","53615","50406"
"30.05.2021 12:30 - 30.05.2021 12:45","53243","49795"
"30.05.2021 12:45 - 30.05.2021 13:00","53161","49301"
"30.05.2021 13:00 - 30.05.2021 13:15","52625","48993"
"30.05.2021 13:15 - 30.05.2021 13:30","52123","48274"
"30.05.2021 13:30 - 30.05.2021 13:45","51602","47435"
"30.05.2021 13:45 - 30.05.2021 14:00","51243","47304"
"30.05.2021 14:00 - 30.05.2021 14:15","50439","46725"
"30.05.2021 14:15 - 30.05.2021 14:30","50278","46284"
"30.05.2021 14:30 - 30.05.2021 14:45","49824","45840"
"30.05.2021 14:45 - 30.05.2021 15:00","49362","45803"
"30.05.2021 15:00 - 30.05.2021 15:15","49661","45412"
"30.05.2021 15:15 - 30.05.2021 15:30","49315","45232"
"30.05.2021 15:30 - 30.05.2021 15:45","49242","45090"
"30.05.2021 15:45 - 30.05.2021 16:00","48793","44858"
"30.05.2021 16:00 - 30.05.2021 16:15","48946","45308"
"30.05.2021 16:15 - 30.05.2021 16:30","48810","44678"
"30.05.2021 16:30 - 30.05.2021 16:45","49240","45088"
"30.05.2021 16:45 - 30.05.2021 17:00","49429","45417"
"30.05.2021 17:00 - 30.05.2021 17:15","50160","45719"
"30.05.2021 17:15 - 30.05.2021 17:30","49936","45906"
"30.05.2021 17:30 - 30.05.2021 17:45","50396","46519"
"30.05.2021 17:45 - 30.05.2021 18:00","50819","46952"
"30.05.2021 18:00 - 30.05.2021 18:15","51302","47628"
"30.05.2021 18:15 - 30.05.2021 18:30","51363","47379"
"30.05.2021 18:30 - 30.05.2021 18:45","51309","47903"
"30.05.2021 18:45 - 30.05.2021 19:00","51170","47878"
"30.05.2021 19:00 - 30.05.2021 19:15","51340","47989"
"30.05.2021 19:15 - 30.05.2021 19:30","50850","47756"
"30.05.2021 19:30 - 30.05.2021 19:45","50972","47758"
"30.05.2021 19:45 - 30.05.2021 20:00","50947","47826"
"30.05.2021 20:00 - 30.05.2021 20:15","50811","47774"
"30.05.2021 20:15 - 30.05.2021 20:30","50618","47671"
"30.05.2021 20:30 - 30.05.2021 20:45","50335","47650"
"30.05.2021 20:45 - 30.05.2021 21:00","49869","47576"
"30.05.2021 21:00 - 30.05.2021 21:15","49634","47361"
"30.05.2021 21:15 - 30.05.2021 21:30","49501","47531"
"30.05.2021 21:30 - 30.05.2021 21:45","49413","47549"
"30.05.2021 21:45 - 30.05.2021 22:00","50096","48104"
"30.05.2021 22:00 - 30.05.2021 22:15","50675","48669"
"30.05.2021 22:15 - 30.05.2021 22:30","50079","48255"
"30.05.2021 22:30 - 30.05.2021 22:45","49536","47625"
"30.05.2021 22:45 - 30.05.2021 23:00","48847","47119"
"30.05.2021 23:00 - 30.05.2021 23:15","48110","46006"
"30.05.2021 23:15 - 30.05.2021 23:30","47236","45491"
"30.05.2021 23:30 - 30.05.2021 23:45","46878","44697"
"30.05.2021 23:45 - 31.05.2021 00:00","46262","43811"
"31.05.2021 00:00 - 31.05.2021 00:15","41657","43304"
"31.05.2021 00:15 - 31.05.2021 00:30","41007","42845"
"31.05.2021 00:30 - 31.05.2021 00:45","40698","42241"
"31.05.2021 00:45 - 31.05.2021 01:00","40543","41818"
"31.05.2021 01:00 - 31.05.2021 01:15","40212","41235"
"31.05.2021 01:15 - 31.05.2021 01:30","39843","41260"
"31.05.2021 01:30 - 31.05.2021 01:45","39513","40857"
"31.05.2021 01:45 - 31.05.2021 02:00","39313","40408"
"31.05.2021 02:00 - 31.05.2021 02:15","39182","39995"
"31.05.2021 02:15 - 31.05.2021 02:30","39399","40048"
"31.05.2021 02:30 - 31.05.2021 02:45","39311","40015"
"31.05.2021 02:45 - 31.05.2021 03:00","39494","40090"
"31.05.2021 03:00 - 31.05.2021 03:15","39307","40258"
"31.05.2021 03:15 - 31.05.2021 03:30","39550","40226"
"31.05.2021 03:30 - 31.05.2021 03:45","39650","40344"
"31.05.2021 03:45 - 31.05.2021 04:00","39909","40592"
"31.05.2021 04:00 - 31.05.2021 04:15","40423","41281"
"31.05.2021 04:15 - 31.05.2021 04:30","41024","41732"
"31.05.2021 04:30 - 31.05.2021 04:45","41372","41885"
"31.05.2021 04:45 - 31.05.2021 05:00","42277","42423"
"31.05.2021 05:00 - 31.05.2021 05:15","43485","43570"
"31.05.2021 05:15 - 31.05.2021 05:30","42976","44392"
"31.05.2021 05:30 - 31.05.2021 05:45","43275","45829"
"31.05.2021 05:45 - 31.05.2021 06:00","44529","47328"
"31.05.2021 06:00 - 31.05.2021 06:15","46556","50161"
"31.05.2021 06:15 - 31.05.2021 06:30","48869","51911"
"31.05.2021 06:30 - 31.05.2021 06:45","50322","53522"
"31.05.2021 06:45 - 31.05.2021 07:00","52298","54823"
"31.05.2021 07:00 - 31.05.2021 07:15","54405","56168"
"31.05.2021 07:15 - 31.05.2021 07:30","55426","57432"
"31.05.2021 07:30 - 31.05.2021 07:45","56260","58390"
"31.05.2021 07:45 - 31.05.2021 08:00","56869","59634"
"31.05.2021 08:00 - 31.05.2021 08:15","57951","60996"
"31.05.2021 08:15 - 31.05.2021 08:30","58821","61792"
"31.05.2021 08:30 - 31.05.2021 08:45","58765","62371"
"31.05.2021 08:45 - 31.05.2021 09:00","59684","62671"
"31.05.2021 09:00 - 31.05.2021 09:15","59830","62272"
"31.05.2021 09:15 - 31.05.2021 09:30","60574","62187"
"31.05.2021 09:30 - 31.05.2021 09:45","61283","62661"
"31.05.2021 09:45 - 31.05.2021 10:00","61794","63212"
"31.05.2021 10:00 - 31.05.2021 10:15","61932","63144"
"31.05.2021 10:15 - 31.05.2021 10:30","62049","63096"
"31.05.2021 10:30 - 31.05.2021 10:45","62673","63195"
"31.05.2021 10:45 - 31.05.2021 11:00","63115","63730"
"31.05.2021 11:00 - 31.05.2021 11:15","64313","64070"
"31.05.2021 11:15 - 31.05.2021 11:30","64401","64215"
"31.05.2021 11:30 - 31.05.2021 11:45","64502","64585"
"31.05.2021 11:45 - 31.05.2021 12:00","65161","64772"
"31.05.2021 12:00 - 31.05.2021 12:15","64777","64097"
"31.05.2021 12:15 - 31.05.2021 12:30","65140","63884"
"31.05.2021 12:30 - 31.05.2021 12:45","64637","63921"
"31.05.2021 12:45 - 31.05.2021 13:00","65000","63810"
"31.05.2021 13:00 - 31.05.2021 13:15","64246","63581"
"31.05.2021 13:15 - 31.05.2021 13:30","64057","63170"
"31.05.2021 13:30 - 31.05.2021 13:45","63499","62450"
"31.05.2021 13:45 - 31.05.2021 14:00","62397","62104"
"31.05.2021 14:00 - 31.05.2021 14:15","61893","61730"
"31.05.2021 14:15 - 31.05.2021 14:30","61815","61693"
"31.05.2021 14:30 - 31.05.2021 14:45","61733","61352"
"31.05.2021 14:45 - 31.05.2021 15:00","61958","61024"
"31.05.2021 15:00 - 31.05.2021 15:15","61230","60882"
"31.05.2021 15:15 - 31.05.2021 15:30","60954","60480"
"31.05.2021 15:30 - 31.05.2021 15:45","60960","60276"
"31.05.2021 15:45 - 31.05.2021 16:00","60289","59846"
"31.05.2021 16:00 - 31.05.2021 16:15","60052","59361"
"31.05.2021 16:15 - 31.05.2021 16:30","59936","59135"
"31.05.2021 16:30 - 31.05.2021 16:45","59509","58922"
